#clade_name	NCBI_tax_id	additional_species	DM055	LG050	DM093	LG049	LG006	LG043	DM004	DM057	DM025	LG023	LG030	DM001	DM063	DM074	LG052	LG045	DM065	DM008	LG025	DM046	LG038	DM019	LG046	DM007	DM087	DM051	LG026	LG034	DM002	LG001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15373	2|1239|186801|||3353859|2044939|		0.0093		0.15183	0.02646	0.0986	0.02562	0.02034		0.02107			0.19578	0.04581	0.01539				0.0411	0.01949	0.08918	0.05369	0.01449		0.00346			0.10513	0.10628	0.03903	0.12769
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae|t__SGB6956	2|1239|909932|1843489|31977|29465|423477|	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_158,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_S13053_19	0.00921					0.00293					0.00193			0.00784	0.00394							0.02428	0.00963					0.01221	0.00617	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4121|t__SGB4121	2|1239|186801|||3353859||		0.00911					0.045												0.0089	0.03828			0.00475	0.05148		0.03936		0.19493	0.01154		0.00166
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_21_1|t__SGB4829	2|1239|186801|186802|186803|572511|2742763|	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.00864			0.05078	1.10378				0.01242	0.00319	0.03588	0.0274			0.02104			0.14327	0.00177	0.05793				0.43004	0.30113				0.00168	1.16327
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AT4|t__SGB4753	2|1239|186801|186802|31979|1485|1720194|		0.00776		0.00516											0.16269	0.00137		0.13899				0.00234	0.01688			0.0145	0.00117				0.24018
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae|t__SGB14807	2|201174|84998|1643822|1643826|644652|471189|		0.00763																			0.00243					0.04735		0.00328	0.00836		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis|t__SGB4925	2|1239|186801|186802|186803|841|301302|	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_TF10_5,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.00721			0.10007		0.59438	0.22187	0.44257	0.24321	0.15808	0.54065	0.33491	0.5412	0.07506	0.198		0.25561	4.07289	0.03969	0.67197			1.48898	0.44421	0.24044	1.34212	0.99249	0.11336	0.34418	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__SGB5736	2|1239|909932|1843488|909930|904|187327|	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_HPA0509,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_BV3L6,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_AM33_14BH	0.0069													1.32578								0.12943				0.18866			2.74155	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae|t__SGB4761	2|1239|186801|186802|186803|2719313|358743|	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_FS41	0.00623	0.00588	0.00508		4e-05	0.00242						0.00199		0.01213	0.00113			0.00414			0.00538	0.00349	0.03032		0.00617	0.00179			0.0035	0.01051
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme|t__SGB6747	2|1239|526524|526525|128827|1505663|29348|		0.0057																	0.00069								0.02261				
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	2|1239|909932|1843489|31977|29465|39777|	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_ACP1,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_HPA0037,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_ICM51a,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T34266_5	0.0057						0.00056		0.01432	0.00097	0.00387			0.00043	0.0486			0.01399				0.00353		0.05629		0.0274	0.00203			0.01593
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae|t__SGB4758_group	2|1239|186801|186802|186803|2719313|208479|	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_VE202_07,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	0.00442	0.12825	0.03359			0.00282					0.00208			0.0149	0.00454	0.03082	0.00061	0.08257			0.0336		0.05022		0.00853	0.00203	0.00077		0.00021	0.09981
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__SGB4936	2|1239|186801|186802|186803|841|301301|		0.00321		0.00855	0.09085	0.99463		0.1537		0.13138	0.01684	0.63454	0.18431	0.07073	0.01707	0.01463			0.00314	0.08077	0.02636	0.01622	0.02198	0.17412	0.00639	0.16446	0.00477	0.04015	0.00192	0.0415	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus|t__SGB9632	2|1224|1236|135625|712|724|735|		0.00295														0.00653															
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__SGB6952	2|1239|909932|1843489|31977|29465|39778|	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T14073_2,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_infantium,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_AM51_8BH,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_AF42_16,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_nakazawae	0.00287					0.00238	0.03153		0.02136	0.00535	0.00342			0.00278	0.0877		0.00159	0.00626				0.00617		0.05728		0.03813	0.00186			0.00678
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19850|t__SGB19850_group	2|95818||||||	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_352,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_bacterium	0.00221		0.00493	0.00203		0.00221					0.00471			0.00257	0.00377	0.00375					0.0034	0.00424			0.02941		0.00073		0.00894	
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17168|t__SGB17168	2|201174|1760|2037|2049|1654||		0.002		0.00944	0.00131										0.00684		0.0001		0.00203			0.00064	0.00482	0.0006						0.00245	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096|t__SGB4479	2|1239|186801|186802|186803||712982|		0.00176																													
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12|t__SGB8059_group	2|1239|91061|186826|1300|1301|1759399|	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcaceae_unclassified|s__Streptococcaceae_bacterium,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_I_P16,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_1171_SSPC,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_343_SSPC,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_400_SSPC,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_bf_0095,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_xiaochunlingii,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_I_G2,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_AM43_2AT,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_AM28_20,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_koreensis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_viridans	0.0015		0.01566	0.00652					0.00346		0.00648			0.00929							0.0086	0.00351	0.00414					0.00933	0.00617	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum|t__SGB6744	2|1239|526524|526525|128827|1505663|1547|	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_3_3_56FAA,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_VE202_18,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium_UC5_1_2H6,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium	0.00132	0.00805	0.00116					0.01469							0.00059	0.00053		0.04126							0.00223					0.36536
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis|t__SGB6935	2|1239|909932|1843489|31977|29465|1110546|		0.00097																					0.00337								
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47|t__SGB17167	2|201174|1760|2037|2049|1654|936548|		0.00072		0.00523	0.00073		0.00594									0.00326	0.00026							0.00212		0.10827		0.00062		0.00016	0.00325
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia|t__SGB1557	2|976|200643|171549|171552|838|28125|		0.00067	0.0872										0.21337				0.01958			0.02238				0.05628							
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_OF03_15BH|t__SGB4779	2|1239|186801|186802|186803|572511|2292287|		0.0004	0.0129		0.0085	0.02347	0.02916	0.0744	0.01464	0.02235	0.006		0.00505	0.02926					0.00249	0.01367	0.00828			0.00778			0.02086	0.04166		0.00426	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis|t__SGB4762	2|1239|186801|186802|186803|2719313|358742|	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.00031		0.00204			0.00436										0.00152		0.00355			0.00032		0.00909							0.04235
k__Eukaryota				0.00631		0.04323	0.01437				0.10975		0.14561				0.00365				0.05603											0.00428
k__Bacteria|p__Planctomycetes				0.27349		0.46141	0.26614	1.1055		0.23041	0.1143	0.08786		0.24531	0.72551	0.04162				1.25093	0.3583	0.6544		0.10561		0.6059					0.51454	
k__Bacteria|p__Fusobacteria				0.21889												0.7438				1.8388	0.02724		0.01433			0.01362	0.00218		0.00061			
k__Bacteria|p__Lentisphaerae				0.05473	0.0235	0.81949	0.38403	0.0011	0.43751	0.00107	1.17249		0.02751	0.01051	0.09399	0.01648		0.72488			2.74903	0.00146	0.00924							0.01463	1.61986	
k__Eukaryota|p__Ascomycota				0.00631													0.00365															
k__Bacteria|p__Synergistetes				0.00334	0.0031						0.00389							0.10694					0.00396									
k__Bacteria|p__Verrucomicrobia				0.00279	0.02749	0.11724	0.01894	0.07061	0.34702		0.15286				0.1428			5.72359					1.67477		2.08683			0.01957				
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria				13.09309		0.17755	1.76894			0.00261	0.0044	0.05343		0.00959	3.39356			0.00778			15.44756		0.00141			0.01583			0.01385			
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria				0.44471	0.76534	0.35439	0.02152	0.48976	0.17754	0.05929	0.26294	0.00904	0.01784	0.42567	0.28264	0.90166	0.17447	0.29221		0.37768	0.24369	0.25364	1.00361	0.07156		0.13212	0.35354	0.09909	0.05175	0.16403	0.3691	0.08836
k__Bacteria|p__Planctomycetes|c__Planctomycetia				0.27349		0.46141	0.26614	1.1055		0.23041	0.1143	0.08786		0.24531	0.72551	0.04162				1.25093	0.3583	0.6544		0.10561		0.6059					0.51454	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia				0.21889												0.7438				1.8388	0.02724		0.01433			0.01362	0.00218		0.00061			
k__Bacteria|p__Proteobacteria|c__CFGB2394				0.1772		0.01568	0.06547			0.19446	0.02002			0.45767							0.13144			0.02384							0.66815	0.07881
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria				0.05473	0.0235	0.81949	0.38403	0.0011	0.43751	0.00107	1.17249		0.02751	0.01051	0.09399	0.01648		0.72488			2.74903	0.00146	0.00924							0.01463	1.61986	
k__Bacteria|p__Firmicutes|c__CFGB1434				0.0484					0.01239				0.0177									0.001		0.00678					0.01731		0.01076	
k__Bacteria|p__Firmicutes|c__CFGB42358				0.03094						0.00379						0.00064				0.00191			0.00178						0.00044			0.01161
k__Bacteria|p__Firmicutes|c__CFGB1217				0.02155			0.04133	0.09956		0.04099				0.02477	0.02129				0.00734	0.05203		0.00868				0.01231	0.03414					
k__Bacteria|p__Firmicutes|c__CFGB3053				0.01431	0.05652		0.01537	0.05241	0.00253	0.00654		0.02481		0.01559	0.00444	0.03845	0.0034		0.03863	0.00912		0.00485	0.0215	0.00699	0.01367	0.01769	0.01358	0.00019	0.04707			0.00258
k__Bacteria|p__Firmicutes|c__CFGB3047				0.00884		0.01388	0.00373	0.00643	0.00288	0.01142	0.00303	0.00266			0.01987	0.03092			0.01304		0.00643	0.00338		0.00584		0.00847	0.08948		0.01439	0.0079	0.00084	0.00032
k__Bacteria|p__Firmicutes|c__Tissierellia				0.00869										0.02389				0.01741							0.00504		0.00628		0.00866			
k__Eukaryota|p__Ascomycota|c__Saccharomycetes				0.00631													0.00365															
k__Bacteria|p__Firmicutes|c__CFGB3608				0.00581		0.00076					0.00056		3e-05	8e-05	0.00214			0.00184			0.00057	0.00094							0.0009	0.00082	0.0005	0.00978
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria				0.0036	0.02054	1.76238	0.88046		0.03002	0.01937	5.61244	0.00619	0.0799	0.07247	2.12106	0.02925		0.5605		1.33483	0.02177	0.04702	0.23731	0.00388		0.02279		0.00407	1.89963		0.02382	0.45572
k__Bacteria|p__Synergistetes|c__Synergistia				0.00334	0.0031						0.00389							0.10694					0.00396									
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae				0.00279	0.02749		0.01894	0.07061	0.00571						0.00937			5.16888					1.67477		2.08683			0.01957				
k__Bacteria|p__Firmicutes|c__CFGB2916				0.0002	0.00202	0.00077					0.00033		0.00119	0.00107				0.02735														0.02182
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales				13.09309		0.17755	1.76894			0.00261	0.0044	0.05343		0.00959	3.39356			0.00778			15.44756		0.00141			0.01583			0.01385			
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales				0.44471	0.76534	0.35439	0.02152	0.48976	0.17754	0.05929	0.26294	0.00904	0.01784	0.42567	0.28264	0.90166	0.17447	0.29221		0.37768	0.24369	0.25364	1.00361	0.07156		0.13212	0.35354	0.09909	0.05175	0.16403	0.3691	0.08836
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales				0.27349		0.46141	0.26614	1.1055		0.23041	0.1143	0.08786		0.24531	0.72551	0.04162				1.25093	0.3583	0.6544		0.10561		0.6059					0.51454	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales				0.21889												0.7438				1.8388	0.02724		0.01433			0.01362	0.00218		0.00061			
k__Bacteria|p__Proteobacteria|c__CFGB2394|o__OFGB2394				0.1772		0.01568	0.06547			0.19446	0.02002			0.45767							0.13144			0.02384							0.66815	0.07881
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified				0.05473	0.0235	0.23412	0.30106	0.0011	0.27745	0.00107	0.81335		0.02505		0.08522	0.01648		0.71782			0.49609	0.00146	0.00924							0.01463	1.59242	
k__Bacteria|p__Firmicutes|c__CFGB1434|o__OFGB1434				0.0484					0.01239				0.0177									0.001		0.00678					0.01731		0.01076	
k__Bacteria|p__Firmicutes|c__CFGB42358|o__OFGB42358				0.03094						0.00379						0.00064				0.00191			0.00178						0.00044			0.01161
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales				0.02523				0.0116			0.06893			0.14454				0.49078		0.29413	0.00315			0.59484	0.04002	0.14414	0.00547	28.92412	1.0703	0.00093	0.01034	
k__Bacteria|p__Firmicutes|c__CFGB1217|o__OFGB1217				0.02155			0.04133	0.09956		0.04099				0.02477	0.02129				0.00734	0.05203		0.00868				0.01231	0.03414					
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053				0.01431	0.05652		0.01537	0.05241	0.00253	0.00654		0.02481		0.01559	0.00444	0.03845	0.0034		0.03863	0.00912		0.00485	0.0215	0.00699	0.01367	0.01769	0.01358	0.00019	0.04707			0.00258
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047				0.00884		0.01388	0.00373	0.00643	0.00288	0.01142	0.00303	0.00266			0.01987	0.03092			0.01304		0.00643	0.00338		0.00584		0.00847	0.08948		0.01439	0.0079	0.00084	0.00032
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales				0.00869										0.02389				0.01288							0.00087		0.00628		0.0082			
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales				0.00631													0.00365															
k__Bacteria|p__Firmicutes|c__CFGB3608|o__OFGB3608				0.00581		0.00076					0.00056		3e-05	8e-05	0.00214			0.00184			0.00057	0.00094							0.0009	0.00082	0.0005	0.00978
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales				0.0036	0.0055																		0.00315									
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales				0.00334	0.0031						0.00389							0.10694					0.00396									
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales				0.00279	0.02749		0.01894	0.07061	0.00571						0.00937			5.16888					1.67477		2.08683			0.01957				
k__Bacteria|p__Firmicutes|c__CFGB2916|o__OFGB2916				0.0002	0.00202	0.00077					0.00033		0.00119	0.00107				0.02735														0.02182
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae				13.09309		0.17755	1.76894				0.0044	0.04799		0.00959				0.00778			15.44756		0.00141			0.00046			0.01385			
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae				1.0957	12.3647	1.59359	6.54378	3.13353	3.00083	12.82898	2.56331	0.24043	1.10745	7.27095	3.42727	0.49483	0.17815	6.1749	0.00057	3.47996	11.58799	1.34512	14.16153		2.31545	1.05744	4.94307	1.94508	6.46511	4.0972	0.31432	0.43664
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae				0.44471	0.76534	0.35439	0.02152	0.48976	0.17754	0.05929	0.26294	0.00904	0.01784	0.42567	0.28264	0.90166	0.17447	0.29221		0.37768	0.24369	0.25364	1.00361	0.07156		0.13212	0.35354	0.09909	0.05175	0.16403	0.3691	0.08836
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified				0.41424	1.31224	0.46063	0.38573	0.21834	0.28697	1.09265	0.12663	0.04141	0.3518	0.24105	0.15623	0.31402	0.16453	0.89863	0.22986	0.44392	0.2308	0.13815	0.70394	0.09362	0.53884	0.25412	0.8631	0.08672	0.51425	0.11344	0.13298	0.13529
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae				0.27349		0.46141	0.26614	1.1055		0.23041	0.1143	0.08786		0.24531	0.72551	0.04162				1.25093	0.3583	0.6544		0.10561		0.6059					0.51454	
k__Bacteria|p__Proteobacteria|c__CFGB2394|o__OFGB2394|f__FGB2394				0.1772		0.01568	0.06547			0.19446	0.02002			0.45767							0.13144			0.02384							0.66815	0.07881
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae				0.16488												0.7438				1.8388	0.02724		0.01433			0.01362	0.00218		0.00061			
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified|f__Lentisphaeria_unclassified				0.05473	0.0235	0.23412	0.30106	0.0011	0.27745	0.00107	0.81335		0.02505		0.08522	0.01648		0.71782			0.49609	0.00146	0.00924							0.01463	1.59242	
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae				0.054																												
k__Bacteria|p__Firmicutes|c__CFGB1434|o__OFGB1434|f__FGB1434				0.0484					0.01239				0.0177									0.001		0.00678					0.01731		0.01076	
k__Bacteria|p__Firmicutes|c__CFGB42358|o__OFGB42358|f__FGB42358				0.03094						0.00379						0.00064				0.00191			0.00178						0.00044			0.01161
